transaction_id,transaction_date,customer_id,merchant_id,merchant_category,transaction_amount,city,state,payment_method,card_type,customer_age,customer_income,transaction_hour,is_international,is_weekend,previous_transaction_amount,distance_from_home_km,ground_truth_unusual
TXN0013136,2026-07-29 17:07:20,CUST000160,MERCH00314,Home & Furniture,84.12,Charlotte,NC,Chip,Platinum,56,87245.94,11,0,0,97.68,14.39,0
TXN0013137,2026-08-18 13:05:38,CUST001340,MERCH00044,Utilities,128.86,Las Vegas,NV,Chip,Gold,48,75304.46,19,0,0,52.28,12.46,0
TXN0013138,2026-06-19 21:39:55,CUST001180,MERCH00174,Education,24.49,Phoenix,AZ,Contactless (Tap),Gold,71,92714.14,6,1,0,23.65,2306.76,0
TXN0013139,2025-09-03 11:38:11,CUST000888,MERCH00014,Electronics,93.88,Detroit,MI,Contactless (Tap),Platinum,66,89155.91,15,0,0,116.84,16.94,0
TXN0013140,2026-01-14 21:27:52,CUST000468,MERCH00300,Education,203.76,Charlotte,NC,Online,Gold,74,96663.05,12,0,0,252.63,43.48,0
TXN0013141,2025-09-08 15:11:10,CUST000853,MERCH00073,Online Retail,87.93,Seattle,WA,Contactless (Tap),Platinum,44,89961.4,13,1,0,121.36,2995.34,0
TXN0013142,2026-07-22 13:24:09,CUST000462,MERCH00223,Fashion,48.4,New York,NY,Contactless (Tap),Business Green,52,72443.86,14,0,0,43.33,3.17,0
TXN0013143,2026-01-02 10:34:37,CUST000854,MERCH00002,Electronics,371.45,Columbus,OH,Contactless (Tap),Gold,71,99169.74,14,0,0,263.68,16.36,0
TXN0013144,2026-02-13 20:28:11,CUST000117,MERCH00210,Travel,137.14,Atlanta,GA,Chip,Green,61,93732.41,17,1,0,167.52,6766.98,0
TXN0013145,2025-11-13 04:12:33,CUST000364,MERCH00261,Healthcare,167.39,Denver,CO,Contactless (Tap),Platinum,50,84040.38,18,0,0,168.03,15.55,0
TXN0013146,2025-09-21 22:10:21,CUST000466,MERCH00090,Restaurants,38.1,Philadelphia,PA,Chip,Gold,30,50545.15,22,0,1,27.21,1.29,0
TXN0013147,2026-03-27 22:56:12,CUST000184,MERCH00343,Home & Furniture,35.27,Houston,TX,Contactless (Tap),Business Platinum,30,76063.6,19,0,0,33.79,3.65,0
TXN0013148,2026-07-16 22:18:06,CUST000660,MERCH00396,Utilities,323.07,Denver,CO,Online,Business Green,54,95638.02,18,0,0,162.17,7.63,0
TXN0013149,2025-10-02 20:26:44,CUST001190,MERCH00334,Electronics,464.77,Miami,FL,Contactless (Tap),Gold,25,,13,0,0,340.82,17.47,0
TXN0013150,2026-04-01 23:33:38,CUST000075,MERCH00252,Healthcare,169.5,Charlotte,NC,Contactless (Tap),Platinum,19,46785.69,8,0,0,133.69,5.51,0
TXN0013151,2025-09-05 15:36:39,CUST000826,MERCH00383,Utilities,338.43,Columbus,OH,Swipe,Platinum,71,106751.01,6,0,0,416.59,3.61,0
TXN0013152,2025-11-10 12:29:00,CUST001296,MERCH00333,Fuel,70.29,Portland,OR,Contactless (Tap),Gold,72,94278.87,14,0,0,57.85,25.75,0
TXN0013153,2025-11-21 22:07:36,CUST000503,MERCH00355,Education,77.79,Phoenix,AZ,Swipe,Gold,61,108211.27,17,0,0,62.27,29.7,0
TXN0013154,2025-12-29 09:46:56,CUST000795,MERCH00047,Restaurants,61.79,Boston,MA,Contactless (Tap),Business Green,73,107077.03,17,1,0,19.31,7057.01,0
TXN0013155,2025-11-07 12:03:43,CUST000587,MERCH00335,Fuel,41.98,San Antonio,TX,Contactless (Tap),Platinum,53,91970.56,22,0,0,23.75,6.23,0
TXN0013156,2025-10-17 22:58:12,CUST000656,MERCH00163,Restaurants,61.65,Detroit,MI,Swipe,Green,38,58756.34,12,0,0,87.57,0.06,0
TXN0013157,2026-03-26 22:21:49,CUST001367,MERCH00116,Online Retail,142.27,Atlanta,GA,Chip,Business Green,37,68885.47,17,1,0,100.69,7026.96,0
TXN0013158,2026-03-15 03:59:04,CUST000700,MERCH00079,Entertainment,41.6,Atlanta,GA,Contactless (Tap),Business Platinum,24,24123.17,21,0,1,37.95,37.92,0
TXN0013159,2026-02-01 22:32:10,CUST000635,MERCH00371,Grocery,70.93,Dallas,TX,Online,Business Platinum,40,67808.71,13,0,1,90.59,27.49,0
TXN0013160,2026-04-01 02:44:49,CUST000844,MERCH00008,Travel,394.07,Las Vegas,NV,Chip,Platinum,53,99463.66,14,0,0,315.83,4.29,0
TXN0013161,2026-02-08 13:52:00,CUST001275,MERCH00023,Fuel,54.07,Houston,TX,Chip,Gold,42,81229.44,22,0,1,71.83,1.28,0
TXN0013162,2026-02-21 13:01:27,CUST000835,MERCH00269,Online Retail,30.24,San Antonio,TX,Chip,Green,33,64288.75,15,0,1,43.35,19.28,0
TXN0013163,2026-03-31 20:33:57,CUST001154,MERCH00279,Travel,196.96,Denver,CO,Contactless (Tap),Green,65,82970.16,19,0,0,196.57,1.41,0
TXN0013164,2026-08-04 01:25:17,CUST000764,MERCH00031,Fuel,6.14,San Diego,CA,Contactless (Tap),Green,62,78361.5,22,0,0,3.59,6.51,0
TXN0013165,2025-12-25 11:33:51,CUST000358,MERCH00170,Home & Furniture,406.4,Houston,TX,Online,Gold,19,19915.6,16,0,0,450.01,1.65,0
TXN0013166,2026-07-06 04:47:57,CUST000692,MERCH00130,Education,223.78,Chicago,IL,Chip,Platinum,36,26307.49,8,0,0,184.66,2.06,0
TXN0013167,2026-03-03 12:28:17,CUST001432,MERCH00395,Healthcare,162.51,Las Vegas,NV,Chip,Gold,26,38490.83,20,0,0,203.2,42.7,0
TXN0013168,2025-12-17 06:36:18,CUST000622,MERCH00157,Online Retail,59.04,San Jose,CA,Chip,Gold,57,75625.2,20,0,0,61.17,21.95,0
TXN0013169,2025-09-23 21:53:56,CUST000482,MERCH00022,Fashion,199.17,Las Vegas,NV,Contactless (Tap),Business Platinum,51,84586.95,8,0,0,283.31,13.13,0
TXN0013170,2026-03-24 02:18:24,CUST000980,MERCH00126,Fuel,41.57,,GA,Chip,Green,50,88028.46,15,0,0,27.55,10.47,0
TXN0013171,2026-01-01 07:56:33,CUST001102,MERCH00169,Fuel,35.16,Dallas,TX,Contactless (Tap),Green,72,81481.04,14,0,0,41.54,6.72,0
TXN0013172,2026-08-08 07:58:50,CUST000978,MERCH00166,Education,89.99,Boston,MA,Online,Platinum,74,108546.65,20,0,1,131.12,1.87,0
TXN0013173,2026-07-17 23:33:47,CUST001345,MERCH00157,Online Retail,9.31,San Jose,CA,Swipe,Business Green,69,99510.95,11,0,0,1.0,11.12,0
TXN0013174,2026-05-02 03:13:20,CUST000290,MERCH00330,Restaurants,50.85,Philadelphia,PA,Contactless (Tap),Platinum,20,45925.18,13,0,1,74.05,4.4,0
TXN0013175,2025-11-22 05:48:45,CUST001321,MERCH00022,Fashion,28.65,Las Vegas,NV,Chip,Gold,53,99437.5,16,0,1,29.18,6.1,0
TXN0013176,2025-12-01 22:34:50,CUST000752,MERCH00264,Online Retail,113.66,Charlotte,NC,Online,Business Platinum,54,100934.08,15,0,0,56.58,6.59,0
TXN0013177,2026-05-12 19:14:30,CUST001499,MERCH00303,Fuel,24.37,Columbus,OH,Chip,Business Green,47,83178.66,22,0,0,37.72,13.25,0
TXN0013178,2026-03-21 10:01:26,CUST000023,MERCH00390,Travel,72.71,Charlotte,NC,Chip,Green,61,88716.1,22,0,1,123.01,5.62,0
TXN0013179,2026-05-08 04:14:17,CUST000806,MERCH00263,Fuel,28.27,Detroit,MI,Chip,Platinum,33,57335.23,7,1,0,71.59,5798.85,0
TXN0013180,2026-01-23 13:18:54,CUST000172,MERCH00212,Fuel,25.54,Detroit,MI,Online,Business Green,69,94410.58,11,0,0,9.61,7.91,0
TXN0013181,2025-10-22 00:22:05,CUST000835,MERCH00164,Grocery,78.12,Seattle,WA,Swipe,Platinum,33,64288.75,1,0,0,114.13,1.18,0
TXN0013182,2025-12-26 22:29:24,CUST000318,MERCH00136,Fuel,38.62,Charlotte,NC,Online,Platinum,69,96705.49,13,0,0,22.31,7.18,0
TXN0013183,2026-02-08 00:14:17,CUST000908,MERCH00252,Healthcare,40.05,Charlotte,NC,Chip,Green,22,17148.53,17,0,1,27.22,1.09,0
TXN0013184,2026-07-04 15:02:29,CUST000798,MERCH00205,Home & Furniture,74.87,San Jose,CA,Chip,Business Green,70,76908.42,14,1,1,61.72,4588.4,0
TXN0013185,2025-10-28 05:22:04,CUST000991,MERCH00344,Electronics,42.12,San Diego,CA,Chip,Platinum,27,45261.81,6,0,0,29.85,36.44,0
TXN0013186,2025-11-30 12:10:26,CUST000855,MERCH00302,Fashion,63.72,Las Vegas,NV,Online,Platinum,34,41509.76,9,0,1,43.34,7.01,0
TXN0013187,2025-12-03 13:07:54,CUST001217,MERCH00242,Fashion,118.88,Portland,OR,Contactless (Tap),Green,50,94178.22,9,0,0,80.21,7.79,0
TXN0013188,2026-03-01 02:09:37,CUST000681,MERCH00320,Entertainment,41.6,San Jose,CA,Contactless (Tap),Platinum,42,79594.65,15,0,1,15.68,30.63,0
TXN0013189,2026-03-27 17:43:05,CUST000916,MERCH00279,Travel,319.24,Denver,CO,Contactless (Tap),Platinum,70,81876.97,17,0,0,252.91,11.67,0
TXN0013190,2025-12-18 07:34:36,CUST001142,MERCH00061,Entertainment,3.72,Philadelphia,PA,Chip,Platinum,73,72590.37,11,0,0,7.18,0.07,0
TXN0013191,2025-12-04 18:50:38,CUST001030,MERCH00306,Healthcare,77.26,New York,NY,Chip,Gold,67,75448.24,8,0,0,87.82,11.13,0
TXN0013192,2026-06-07 22:43:36,CUST000843,MERCH00302,Fashion,264.06,Las Vegas,NV,Online,Business Green,45,81956.65,19,0,1,250.19,0.1,0
TXN0013193,2025-10-16 06:15:29,CUST000483,MERCH00299,Fuel,66.46,New York,NY,Swipe,Green,19,15000.0,20,0,0,49.98,17.14,0
TXN0013194,2026-07-14 19:16:29,CUST000132,MERCH00394,Electronics,407.4,Seattle,WA,Contactless (Tap),Gold,24,48437.83,11,0,0,513.19,0.82,0
TXN0013195,2026-06-24 12:36:56,CUST001117,MERCH00095,Education,102.42,Houston,TX,Online,Green,42,51324.19,13,1,0,83.05,7653.49,0
TXN0013196,2026-04-16 00:25:11,CUST000861,MERCH00148,Online Retail,151.68,Atlanta,GA,Contactless (Tap),Gold,45,69133.52,7,1,0,100.54,3563.6,0
TXN0013197,2026-04-12 11:44:39,CUST000294,MERCH00400,Home & Furniture,140.15,San Jose,CA,Swipe,Gold,24,41281.04,10,0,1,104.08,34.5,0
TXN0013198,2026-04-16 16:15:34,CUST000641,MERCH00259,Entertainment,9.68,New York,NY,Contactless (Tap),Platinum,27,47638.12,19,0,0,19.67,15.84,0
TXN0013199,2025-10-29 10:12:40,CUST001000,MERCH00030,Electronics,68.77,Chicago,IL,Chip,Gold,23,26706.14,12,0,0,42.54,15.23,0
TXN0013200,2025-10-01 05:10:50,CUST000392,MERCH00018,Electronics,267.5,New York,NY,Online,Gold,44,63740.52,16,0,0,298.47,15.71,0
TXN0013201,2025-11-13 20:01:51,CUST000249,MERCH00187,Education,522.84,Houston,TX,Chip,Green,45,76592.6,22,0,0,648.46,14.07,0
TXN0013202,2026-07-23 21:19:46,CUST000703,MERCH00212,Fuel,19.16,Detroit,MI,Chip,Platinum,48,78672.35,18,0,0,17.43,16.1,0
TXN0013203,2025-09-21 23:35:51,CUST001441,MERCH00035,Utilities,218.7,Columbus,OH,Online,Business Platinum,42,53927.06,14,0,1,190.99,37.56,0
TXN0013204,2026-04-07 11:06:24,CUST001167,MERCH00147,Restaurants,29.61,San Antonio,TX,Online,Business Green,57,100098.57,12,0,0,39.07,0.19,0
TXN0013205,2025-10-28 14:09:36,CUST001261,MERCH00282,Fashion,280.75,Phoenix,AZ,Contactless (Tap),Business Green,25,62488.99,9,0,0,365.84,15.21,0
TXN0013206,2026-02-23 15:24:10,CUST000287,MERCH00035,Utilities,121.39,Columbus,OH,Online,Platinum,53,85105.17,19,0,0,101.53,19.79,0
TXN0013207,2025-12-02 10:06:36,CUST000277,MERCH00076,Education,414.18,Seattle,WA,Contactless (Tap),Platinum,28,27636.35,8,0,0,303.23,1.12,0
TXN0013208,2026-01-23 01:21:34,CUST000387,MERCH00072,Electronics,305.94,Phoenix,AZ,Swipe,Green,62,84093.25,6,0,0,427.7,26.01,0
TXN0013209,2025-11-07 21:14:38,CUST001406,MERCH00249,Education,170.58,Dallas,TX,Contactless (Tap),Green,31,59514.58,8,1,0,242.54,5444.65,0
TXN0013210,2026-03-31 06:07:33,CUST000450,MERCH00057,Restaurants,22.55,Detroit,MI,Contactless (Tap),Platinum,34,59748.18,10,0,0,17.88,20.08,0
TXN0013211,2025-09-14 18:34:54,CUST000291,MERCH00357,Travel,113.72,Atlanta,GA,Contactless (Tap),Business Platinum,36,56414.19,17,0,1,85.24,13.25,0
TXN0013212,2025-12-17 20:52:07,CUST001193,MERCH00305,Travel,228.55,Chicago,IL,Contactless (Tap),Business Green,62,108309.58,20,0,0,188.49,22.72,0
TXN0013213,2026-02-03 19:33:59,CUST000443,MERCH00010,Fashion,42.86,San Jose,CA,Online,Business Platinum,39,70153.29,23,0,0,52.63,47.41,0
TXN0013214,2026-06-13 01:00:41,CUST000656,MERCH00213,Education,225.99,Atlanta,GA,Chip,Business Platinum,38,,18,0,1,148.0,14.8,0
TXN0013215,2025-09-11 07:46:08,CUST001208,MERCH00361,Healthcare,98.5,Denver,CO,Swipe,Gold,43,67420.95,8,0,0,47.63,8.77,0
TXN0013216,2026-02-12 17:16:58,CUST001069,MERCH00237,Entertainment,10.09,San Diego,CA,Contactless (Tap),Platinum,66,91366.96,11,1,0,31.66,1099.94,0
TXN0013217,2025-12-01 01:12:46,CUST000827,MERCH00234,Education,185.77,Chicago,IL,Contactless (Tap),Platinum,20,21977.7,8,0,0,262.35,9.4,0
TXN0013218,2026-05-21 11:12:56,CUST001292,MERCH00223,Fashion,8.83,New York,NY,Swipe,Green,42,84693.26,8,0,0,1.0,31.67,0
TXN0013219,2026-02-09 02:41:51,CUST000476,MERCH00104,Electronics,197.66,Portland,OR,Swipe,Business Green,31,56814.07,16,1,0,260.93,1441.81,0
TXN0013220,2026-04-24 21:38:39,CUST000253,MERCH00327,Home & Furniture,432.09,Detroit,MI,Chip,Green,49,88094.76,21,0,0,396.32,41.3,0
TXN0013221,2026-05-18 01:04:38,CUST001420,MERCH00098,Fashion,42.23,Las Vegas,NV,Chip,Gold,40,37045.83,18,0,0,29.24,4.99,0
TXN0013222,2025-10-20 05:22:40,CUST000289,MERCH00226,Entertainment,18.22,Charlotte,NC,Online,Business Platinum,43,54981.53,19,0,0,34.22,4.19,0
TXN0013223,2026-02-15 06:26:36,CUST001236,MERCH00222,Restaurants,26.59,Dallas,TX,Chip,Business Platinum,28,39454.24,15,0,1,16.98,34.55,0
TXN0013224,2025-10-01 21:01:45,CUST001000,MERCH00324,Home & Furniture,368.17,Portland,OR,Contactless (Tap),Green,23,26706.14,14,0,0,238.45,17.91,0
TXN0013225,2026-06-12 22:06:25,CUST000021,MERCH00334,Electronics,331.93,Miami,FL,Contactless (Tap),Business Green,19,15000.0,22,0,0,198.42,3.23,0
TXN0013226,2025-11-07 03:08:55,CUST000316,MERCH00280,Education,46.06,Las Vegas,NV,Online,Business Platinum,65,100724.98,18,0,0,57.02,7.03,0
TXN0013227,2026-04-24 02:22:47,CUST000564,MERCH00043,Electronics,264.69,Phoenix,AZ,Swipe,Gold,45,71835.98,14,0,0,213.87,26.26,0
TXN0013228,2026-01-07 01:08:26,CUST001462,MERCH00351,Utilities,243.87,Atlanta,GA,Online,Gold,41,72965.43,12,0,0,332.64,30.03,0
TXN0013229,2025-12-06 21:18:04,CUST001447,MERCH00382,Home & Furniture,390.71,Dallas,TX,Swipe,Business Green,35,49070.63,8,1,1,410.86,3394.03,0
TXN0013230,2026-06-02 12:32:04,CUST001257,MERCH00348,Home & Furniture,112.97,Houston,TX,Chip,Business Platinum,18,15000.0,20,0,0,87.6,20.59,0
TXN0013231,2026-08-07 09:05:53,CUST000123,MERCH00153,Utilities,50.42,Las Vegas,NV,Chip,Gold,25,47607.07,9,0,0,41.09,39.84,0
TXN0013232,2026-02-19 11:36:50,CUST000874,MERCH00339,Grocery,114.73,Detroit,MI,Online,Green,27,34807.59,15,0,0,109.69,8.97,0
TXN0013233,2026-07-03 11:33:22,CUST000960,MERCH00290,Electronics,242.12,Philadelphia,PA,Chip,Gold,38,52982.27,17,0,0,159.12,12.48,0
TXN0013234,2026-06-28 14:37:13,CUST000214,MERCH00224,Home & Furniture,52.69,Charlotte,NC,Swipe,Green,58,94285.46,19,0,1,47.38,19.67,0
TXN0013235,2026-06-02 02:19:12,CUST000839,MERCH00119,Fuel,51.95,Chicago,IL,Online,Gold,41,56581.61,7,0,0,31.75,3.03,0
TXN0013236,2025-11-25 13:38:37,CUST000647,MERCH00214,Grocery,131.98,Miami,FL,Online,Platinum,21,30099.68,1,0,0,179.01,65.26,0
TXN0013237,2025-09-19 15:56:05,CUST000968,MERCH00053,Fuel,66.63,Los Angeles,CA,Chip,Gold,55,81443.72,18,0,0,88.43,38.1,0
TXN0013238,2025-11-01 06:27:09,CUST000730,MERCH00220,Fuel,45.73,Denver,CO,Contactless (Tap),Platinum,46,77038.42,14,0,1,66.2,2.19,0
TXN0013239,2026-03-06 09:44:36,CUST000600,MERCH00243,Utilities,121.52,Chicago,IL,Chip,Green,41,55351.92,9,0,0,130.95,4.76,0
TXN0013240,2026-04-25 11:12:18,CUST000792,MERCH00053,Fuel,101.17,Los Angeles,CA,Online,Gold,74,70470.85,23,0,1,93.96,0.38,0
TXN0013241,2026-01-18 13:11:36,CUST000040,MERCH00117,Home & Furniture,312.31,San Antonio,TX,Contactless (Tap),Business Platinum,68,74698.46,19,0,1,188.31,53.34,0
TXN0013242,2025-09-28 09:42:47,CUST000752,MERCH00391,Education,43.14,Phoenix,AZ,Online,Platinum,54,100934.08,16,0,1,40.67,1.86,0
TXN0013243,2025-11-20 20:52:54,CUST001356,MERCH00331,Home & Furniture,1696.89,Philadelphia,PA,Online,Green,19,15000.0,4,1,0,34.98,7002.81,1
TXN0013244,2025-12-29 21:08:27,CUST000943,MERCH00042,Utilities,205.08,Houston,TX,Contactless (Tap),Green,71,93072.04,9,0,0,126.35,0.37,0
TXN0013245,2026-07-14 17:50:37,CUST000648,MERCH00395,Healthcare,157.67,Las Vegas,NV,Chip,Green,70,101413.2,22,0,0,208.08,6.32,0
TXN0013246,2025-11-05 10:47:24,CUST000182,MERCH00247,Restaurants,142.85,Seattle,WA,Chip,Platinum,46,81309.42,23,0,0,191.62,8.69,0
TXN0013247,2026-04-26 23:40:46,CUST000265,MERCH00393,Travel,136.51,Columbus,OH,Online,Platinum,21,49186.29,17,0,1,119.35,7.02,0
TXN0013248,2025-09-07 09:41:03,CUST000771,MERCH00291,Travel,393.81,Philadelphia,PA,Contactless (Tap),Business Green,71,89594.54,17,0,1,488.78,7.29,0
TXN0013249,2025-10-27 13:34:18,CUST000863,MERCH00248,Fashion,99.08,San Diego,CA,Contactless (Tap),Platinum,46,98015.04,18,0,0,89.82,1.6,0
TXN0013250,2025-09-10 03:21:21,CUST000432,MERCH00101,Restaurants,60.0,Seattle,WA,Swipe,Business Green,42,67231.4,17,0,0,53.22,17.12,0
TXN0013251,2026-08-08 04:31:57,CUST001220,MERCH00087,Electronics,773.28,Miami,FL,Chip,Platinum,73,84490.43,13,0,1,902.52,34.36,0
TXN0013252,2026-01-01 01:54:49,CUST000509,MERCH00353,Online Retail,35.3,Columbus,OH,Online,Green,49,82050.41,15,0,0,58.54,8.85,0
TXN0013253,2026-01-28 18:42:28,CUST000447,MERCH00084,Home & Furniture,275.95,Detroit,MI,Contactless (Tap),Business Green,59,89311.81,11,0,0,246.26,25.26,0
TXN0013254,2026-08-13 03:12:37,CUST000528,MERCH00261,Healthcare,52.06,Denver,CO,Contactless (Tap),Platinum,43,53991.69,14,0,0,27.76,6.54,0
TXN0013255,2026-02-13 20:58:29,CUST001226,MERCH00221,Education,185.15,Seattle,WA,Chip,Green,19,26626.57,13,0,0,271.5,42.68,0
TXN0013256,2026-04-02 10:24:34,CUST000875,MERCH00154,Education,513.45,Phoenix,AZ,Online,Gold,73,77561.0,11,0,0,648.67,17.82,0
TXN0013257,2026-03-23 12:11:11,CUST001157,MERCH00051,Home & Furniture,93.11,Houston,TX,Contactless (Tap),Green,28,41424.92,19,0,0,72.63,5.52,0
TXN0013258,2025-12-02 00:30:50,CUST001163,MERCH00038,Travel,818.8,Detroit,MI,Chip,Business Platinum,72,78515.21,13,0,0,926.38,19.2,0
TXN0013259,2026-07-08 03:45:39,CUST000669,MERCH00259,Entertainment,19.15,New York,NY,Contactless (Tap),Business Green,66,89038.69,15,0,0,20.21,4.56,0
TXN0013260,2026-07-27 02:42:50,CUST000847,MERCH00187,Education,286.6,Houston,TX,Chip,Business Platinum,67,77899.73,9,0,0,412.73,48.4,0
TXN0013261,2025-09-26 00:45:04,CUST000070,MERCH00013,Entertainment,1.0,Portland,OR,Contactless (Tap),Gold,34,33369.0,14,0,0,7.09,9.64,0
TXN0013262,2026-05-27 14:20:27,CUST000816,MERCH00223,Fashion,87.78,New York,NY,Online,Gold,35,50350.5,19,1,0,53.79,7580.07,0
TXN0013263,2026-04-27 14:42:27,CUST001039,MERCH00087,Electronics,19.76,Miami,FL,Chip,Platinum,38,68616.66,13,0,0,38.52,5.08,0
TXN0013264,2026-03-20 14:03:42,CUST001236,MERCH00259,Entertainment,17.79,New York,NY,Online,Green,28,39454.24,15,0,0,19.22,10.64,0
TXN0013265,2026-04-23 03:33:42,CUST001084,MERCH00181,Online Retail,112.11,Charlotte,NC,Contactless (Tap),Business Platinum,43,76013.13,18,0,0,83.58,32.31,0
TXN0013266,2026-08-06 16:08:06,CUST001276,MERCH00311,Travel,207.62,Los Angeles,CA,Online,Platinum,62,92775.8,13,0,0,264.69,9.6,0
TXN0013267,2026-08-03 13:12:35,CUST000446,MERCH00173,Restaurants,21.25,Atlanta,GA,Chip,Gold,44,94768.38,12,0,0,28.8,37.65,0
TXN0013268,2025-12-04 22:35:05,CUST001026,MERCH00322,Education,154.53,New York,NY,Chip,Gold,20,25493.14,7,1,0,174.7,2456.78,0
TXN0013269,2026-03-28 08:42:05,CUST001360,MERCH00195,Healthcare,74.01,Portland,OR,Online,Business Green,68,75894.16,16,0,1,67.68,15.24,0
TXN0013270,2026-06-09 09:49:35,CUST000019,MERCH00340,Travel,302.73,Columbus,OH,Online,Business Green,39,56505.76,18,0,0,217.78,37.99,0
TXN0013271,2026-04-25 14:35:25,CUST000561,MERCH00245,Utilities,191.98,Boston,MA,Contactless (Tap),Gold,74,89376.55,16,0,1,122.98,25.42,0
TXN0013272,2026-02-27 15:37:00,CUST001102,MERCH00329,Fuel,36.2,Denver,CO,Contactless (Tap),Business Platinum,72,81481.04,11,0,0,32.33,24.16,0
TXN0013273,2026-01-27 12:31:29,CUST000472,MERCH00368,Fuel,39.41,Chicago,IL,Chip,Platinum,18,36569.05,10,0,0,55.49,39.88,0
TXN0013274,2025-12-27 11:42:01,CUST000028,MERCH00196,Utilities,140.62,San Antonio,TX,Online,Gold,50,96511.96,9,1,1,104.08,3666.63,0
TXN0013275,2025-10-30 15:49:39,CUST000560,MERCH00062,Electronics,671.8,Philadelphia,PA,Online,Gold,39,67765.59,5,0,0,634.82,5.68,0
TXN0013276,2026-07-20 16:16:23,CUST000608,MERCH00025,Travel,434.88,Houston,TX,Contactless (Tap),Platinum,37,,13,0,0,404.08,2.83,0
TXN0013277,2025-09-18 10:21:21,CUST001189,MERCH00052,Fashion,93.77,Miami,FL,Contactless (Tap),Green,28,28676.36,9,0,0,111.54,25.1,0
TXN0013278,2026-04-20 02:41:40,CUST000458,MERCH00050,Entertainment,38.81,Dallas,TX,Chip,Gold,46,89644.36,18,0,0,45.6,47.16,0
TXN0013279,2025-11-12 21:21:26,CUST000945,MERCH00378,Entertainment,2.29,Denver,CO,Contactless (Tap),Business Green,67,95476.95,22,0,0,12.6,17.8,0
TXN0013280,2026-05-29 12:17:25,CUST001200,MERCH00385,Utilities,93.23,Los Angeles,CA,Online,Gold,36,36417.62,7,0,0,129.51,7.08,0
TXN0013281,2025-11-25 16:42:39,CUST000984,MERCH00295,Home & Furniture,56.11,Los Angeles,CA,Chip,Business Green,72,103428.76,21,0,0,47.83,17.72,0
TXN0013282,2025-12-24 04:40:45,CUST000868,MERCH00052,Fashion,289.91,Miami,FL,Contactless (Tap),Business Green,35,34378.73,17,1,0,368.84,6624.78,0
TXN0013283,2026-08-01 12:36:40,CUST001016,MERCH00332,Travel,110.92,Dallas,TX,Chip,Platinum,71,86420.56,20,0,1,60.93,15.95,0
TXN0013284,2026-04-11 07:54:57,CUST000029,MERCH00040,Fuel,14.17,Chicago,IL,Swipe,Gold,29,31827.24,9,0,1,30.76,34.78,0
TXN0013285,2026-01-12 19:09:07,CUST000669,MERCH00232,Travel,358.31,Las Vegas,NV,Chip,Platinum,66,89038.69,21,0,0,220.24,38.66,0
TXN0013286,2026-07-17 12:39:18,CUST000826,MERCH00060,Online Retail,26.06,Denver,CO,Chip,Platinum,71,,22,0,0,12.97,21.59,0
TXN0013287,2026-03-02 17:31:07,CUST000816,MERCH00216,Entertainment,20.63,Chicago,IL,Chip,Gold,35,50350.5,21,0,0,13.6,8.68,0
TXN0013288,2026-08-01 05:15:48,CUST000279,MERCH00366,Utilities,124.48,Dallas,TX,Swipe,Platinum,33,59802.41,19,0,1,175.05,21.56,0
TXN0013289,2026-06-21 15:57:08,CUST000283,MERCH00340,Travel,252.92,Columbus,OH,Contactless (Tap),Green,33,33693.7,8,0,1,158.38,6.51,0
TXN0013290,2026-07-08 03:33:39,CUST001003,MERCH00197,Grocery,42.23,Denver,CO,Online,Gold,30,34608.37,10,0,0,30.41,12.08,0
TXN0013291,2026-07-01 02:29:12,CUST000305,MERCH00276,Healthcare,44.2,San Diego,CA,Chip,Business Platinum,74,91118.1,21,1,0,39.37,6798.2,0
TXN0013292,2026-08-09 02:53:31,CUST000694,MERCH00341,Healthcare,41.56,Dallas,TX,Online,Business Green,53,92701.65,10,0,1,16.92,12.71,0
TXN0013293,2026-04-24 13:14:55,CUST000109,MERCH00002,Electronics,132.46,Columbus,OH,Chip,Gold,32,57788.89,12,0,0,188.2,0.12,0
TXN0013294,2026-08-03 00:05:13,CUST000324,MERCH00106,Travel,348.09,San Antonio,TX,Swipe,Business Platinum,22,42728.35,6,0,0,293.89,32.42,0
TXN0013295,2026-02-04 17:53:23,CUST001230,MERCH00216,Entertainment,23.65,Chicago,IL,Contactless (Tap),Green,37,57884.68,17,0,0,20.24,5.17,0
TXN0013296,2026-06-09 05:21:54,CUST001258,MERCH00265,Travel,226.62,Atlanta,GA,Contactless (Tap),Platinum,57,100574.92,15,0,0,298.48,7.92,0
TXN0013297,2025-09-12 01:22:32,CUST000458,MERCH00167,Electronics,112.6,Portland,OR,Chip,Business Green,46,89644.36,22,0,0,126.61,40.16,0
TXN0013298,2025-11-17 21:21:10,CUST001211,MERCH00247,Restaurants,34.15,Seattle,WA,Chip,Green,54,105523.7,21,0,0,31.62,10.16,0
TXN0013299,2025-12-16 19:47:36,CUST000482,MERCH00210,Travel,127.91,Atlanta,GA,Contactless (Tap),Platinum,51,84586.95,15,0,0,149.54,28.12,0
TXN0013300,2026-07-18 11:15:47,CUST000922,MERCH00058,Online Retail,37.34,San Antonio,TX,Online,Green,38,69317.27,16,0,1,44.77,6.45,0
TXN0013301,2026-01-19 13:41:06,CUST001431,MERCH00043,Electronics,358.16,Phoenix,AZ,Contactless (Tap),Green,70,104069.34,13,0,0,478.18,37.24,0
